Question,Answer
Does the context indicate whether this relative grading system is implemented in all courses at IIT Patna or only a subset of courses?,"The context specifies that relative grading is used in *some* courses at IIT Patna, implying that it is not universally applied across all courses."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Department of Mechanical Engineering at IIT Patna offers specialized courses in Heat Transfer, Fluid Mechanics, Robotics and Automation, CAD/CAM, and Manufacturing Processes, with dedicated laboratories equipped with state-of-the-art machinery and simulation software. </CONTEXT> 
 <QUESTION> What is the name of the educational institution where the Department of Mechanical Engineering is located? </QUESTION>",The Department of Mechanical Engineering is located at IIT Patna (Indian Institute of Technology Patna).
What is the benefit to students for having the program integrated into their curriculum?,"Integrating the program into the curriculum ensures that students are consistently exposed to placement-related skills and knowledge throughout their education, allowing for gradual skill development and repeated practice before placement."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna offers a diverse range of undergraduate programs, including B.Tech degrees in disciplines such as Computer Science and Engineering, Mathematics and Computing, Artificial Intelligence and Data Science, Electrical and Electronics Engineering, Mechanical Engineering, Civil and Environmental Engineering, Chemical Engineering, Metallurgical and Materials Engineering, Engineering Physics, Electronics and Communication Engineering, and Chemical Science and Technology. These programs are structured over eight semesters spanning four academic years. </CONTEXT> 
 <QUESTION> Describe the structure of the academic year at IIT Patna for B.Tech programs. </QUESTION>","The academic year for B.Tech programs at IIT Patna is structured into eight semesters, spanning four academic years."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's CSE department is sponsored by various government agencies including DST, SERB, MeiTy, MHA, and the Bihar Government, as well as industry partners like Microsoft, Samsung, LG-Soft, Wipro, Flipkart, CRISIL, Sony, Accenture, Simnovus, and CDAC, fostering strong academia-industry collaboration. </CONTEXT> 
 <QUESTION> Which companies in the context are primarily focused on providing software solutions or services? </QUESTION>","Companies focused on software solutions or services include Microsoft, LG-Soft, Wipro, Flipkart, Accenture, and Simnovus (likely, given its focus on wireless communication solutions)."
"What is the primary subject area for the listed electives, as implied by the program they are a part of?","The primary subject area is Mechanical Engineering, as the electives are for an M.Tech program in Mechanical Engineering at IIT Patna."
Give one example of a certification area offered by IIT Patna relating to programming.,One example is Python Programming.
Give a specific example of a technology area that the institute has incorporated into its curriculum.,Blockchain Technology is a specific example of a technology area the institute has incorporated into its curriculum.
"Describe the general atmosphere of Anwesha, the IIT Patna cultural fest.","Anwesha is known for its vibrant atmosphere, indicating a lively and energetic environment."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Faculty members at IIT Patna are highly qualified with expertise in their respective fields. Each course is taught by a single instructor who may be assisted by adjunct faculty members or teaching assistants to ensure quality education. </CONTEXT> 
 <QUESTION> How does the institution ensure a high standard of education? </QUESTION>",By using highly qualified faculty and supplementing with adjunct faculty and teaching assistants to ensure quality education.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute organizes cultural nights during its fests where renowned artists perform live on stage. Past performers at Anwesha include bands like The Local Train and singers like Nikhil D'Souza who captivated audiences with their music. </CONTEXT> 
 <QUESTION> How did Nikhil D'Souza entertain the audience? </QUESTION>",Nikhil D'Souza captivated audiences with his music.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The first semester electives for M.Tech in Electrical and Electronics Engineering (Power and Control Systems) at IIT Patna offer diverse options including Advanced Engineering Mathematics (MH 503), Control of Mechatronic Systems (EE 501), Digital Control (EE 577), Generalized Theory of Electrical Machines (EE 589), and Artificial Intelligence (CS 561)[2]. </CONTEXT> 
 <QUESTION> Is the course Artificial Intelligence (CS 561) offered through the Electrical and Electronics Engineering department, or another department, and if so, which one? </QUESTION>","Artificial Intelligence (CS 561) is offered through the Computer Science department, based on the 'CS' prefix of the course code."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna has a diverse range of student clubs and societies catering to various interests. The Dramatics Club organizes plays and street performances, the Music Club hosts jam sessions and concerts, and the Dance Club conducts workshops in contemporary and classical dance forms. These clubs actively participate in college fests. </CONTEXT> 
 <QUESTION> What types of activities does the Music Club at IIT Patna engage in? </QUESTION>",The Music Club at IIT Patna hosts jam sessions and concerts.
